id,title,comment_count,upvote_count,view_count,rating_count,average_rating,share_count,exit_count,created_at,username,interaction_type,engagement_score,interaction_rate
897,prayer changes person who pray amazing god amen god jesus jesuslover jesuschrist jesusislord christianity,0,10,67,3,36,0,0,2024-04-12 03:03:55,kinha,rate,1.1323529411764706,0.14705882352941177
866,father lourd I am in your presence once again jesus,0,50,55,3,31,0,0,2024-04-11 03:46:09,kinha,rate,1.875,0.8928571428571429
1102,I’m on a monomaniacal mission to help millions of our brothers and sisters  Formula so they reclaim intimacy with their greatest selves.mp4,0,51,51,4,37,0,0,2024-08-08 16:16:38,kinha,rate,1.9615384615384615,0.9807692307692307
590,Unknown Title,5,59,163,7,35,0,16,2023-12-11 05:32:39,kinha,rate,1.2560975609756098,0.3597560975609756
1226,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,0,8,62,2,35,0,22,2024-09-01 17:30:48,kinha,rate,0.7619047619047619,0.12698412698412698
1232,How to overcome addictions… 🤯 - Tony Robbins - Credits_ Lewis Howes - #addictions #overcomingaddiction #realtalks #tonyrobbins,0,16,47,4,36,0,42,2024-09-01 17:37:40,kinha,rate,0.4375,0.3333333333333333
1208,Agree or disagree_ #dailywisdom #learningontiktok #motivation,0,53,81,4,34,2,69,2024-08-28 16:31:47,kinha,rate,0.7926829268292683,0.6463414634146342
696,I am with you,0,6,26,7,35,1,4,2024-04-02 09:44:02,kinha,rate,1.037037037037037,0.2222222222222222
769,these orthodox monks,1,19,62,4,36,0,0,2024-04-04 03:45:05,kinha,rate,1.2857142857142858,0.30158730158730157
171,Unknown Title,0,46,91,6,27,0,1,2023-11-09 09:25:20,kinha,rate,1.4782608695652173,0.5
131,Unknown Title,0,26,52,6,28,0,0,2023-11-08 17:48:08,kinha,rate,1.471698113207547,0.49056603773584906
47,be aware...,0,16,56,5,26,0,0,2023-10-30 15:35:07,mike,rate,1.263157894736842,0.2807017543859649
436,Unknown Title,0,63,72,7,26,0,0,2023-11-27 02:35:53,kinha,rate,1.8493150684931507,0.863013698630137
419,Unknown Title,0,2,66,5,28,0,0,2023-11-24 04:11:53,kinha,rate,1.0149253731343284,0.029850746268656716
363,Unknown Title,0,20,55,9,26,0,0,2023-11-21 13:27:19,kinha,rate,1.3392857142857142,0.35714285714285715
916,Isaiah 43-18 This verse reminds us to forget about the past and don’t think about such things,0,9,27,3,24,0,0,2024-04-15 02:41:53,kinha,rate,1.2857142857142858,0.32142857142857145
1101,"Women are killing it, how do we lift up men to make better partners for them_ #wisdom #inspiration #motivation .mp4",1,57,84,6,17,0,0,2024-08-08 16:11:14,kinha,rate,1.6588235294117648,0.6705882352941176
781,introduction vid by-  King,0,40,41,5,30,0,0,2024-04-05 19:52:36,kinha,rate,1.9285714285714286,0.9523809523809523
633,The Perspective Limiter.,0,55,108,6,30,0,14,2024-01-11 18:33:04,tarak,rate,1.3669724770642202,0.5045871559633027
1060,Alpha and Omega 😱,1,20,100,5,31,0,4,2024-04-25 10:54:52,kinha,rate,1.1485148514851484,0.19801980198019803
512,Unknown Title,0,42,68,11,26,0,18,2023-12-02 12:57:09,kinha,rate,1.3333333333333333,0.6086956521739131
378,Unknown Title,0,21,58,5,17,0,0,2023-11-23 05:21:03,kinha,rate,1.3389830508474576,0.3559322033898305
782,follow my other acc-  - idea-  عظيم,0,4,62,9,34,0,0,2024-04-05 19:52:59,kinha,rate,1.0476190476190477,0.06349206349206349
386,Unknown Title,0,4,77,7,34,0,0,2023-11-23 05:31:36,kinha,rate,1.0384615384615385,0.05128205128205128
817,With God by your side nothing can stop you,0,27,83,6,38,0,19,2024-04-09 09:38:38,kinha,rate,1.0833333333333333,0.32142857142857145
865,Moment of prayer jesus god heavenly father,0,11,36,4,32,0,0,2024-04-11 03:45:48,kinha,rate,1.2702702702702702,0.2972972972972973
812,The story of St. Peter and the upside down cross,0,19,57,6,33,0,0,2024-04-09 09:36:38,kinha,rate,1.3103448275862069,0.3275862068965517
100,Unknown Title,0,43,74,9,37,1,6,2023-11-07 13:25:18,kinha,rate,1.48,0.5733333333333334
85,Fun fact: Oscar Wilde was a homosexual. I think that sort of adds another layer of perspective to this quote. Almost as if he was viewing the relationships between men and women from an outside point of view.,0,19,58,7,22,0,0,2023-11-06 13:05:57,kinha,rate,1.305084745762712,0.3220338983050847
137,Unknown Title,0,15,74,10,20,0,0,2023-11-08 18:14:39,kinha,rate,1.1866666666666668,0.2
176,AI Voice Edits take over Social Media,0,29,31,11,34,0,0,2023-11-09 10:51:11,kinha,rate,1.875,0.90625
362,Unknown Title,0,28,61,11,21,0,0,2023-11-21 13:26:51,kinha,rate,1.435483870967742,0.45161290322580644
837,No more things of this world Amen,0,2,74,9,24,0,0,2024-04-10 17:28:11,kinha,rate,1.0133333333333334,0.02666666666666667
166,Unknown Title,0,62,49,8,14,0,0,2023-11-09 09:23:37,kinha,rate,2.22,1.24
209,Unknown Title,0,25,92,7,30,0,0,2023-11-13 10:32:15,kinha,rate,1.2580645161290323,0.26881720430107525
19,WE ARE MADE OF STARS,0,63,137,20,16,1,15,2023-10-23 22:11:52,afrobeezy,rate,1.3405797101449275,0.45652173913043476
16,act now!,0,45,67,11,22,0,2,2023-10-23 21:59:56,afrobeezy,rate,1.6176470588235294,0.6617647058823529
788,Prayer before bed,1,52,26,6,35,0,12,2024-04-08 05:14:33,kinha,rate,2.4444444444444446,1.9259259259259258
775,part 2,0,49,76,4,33,0,0,2024-04-05 19:50:05,kinha,rate,1.6233766233766234,0.6363636363636364
29,How to be disciplined,0,42,74,8,35,0,0,2023-10-25 20:03:37,afrobeezy,rate,1.5466666666666666,0.56
158,Unknown Title,0,56,95,9,28,0,14,2023-11-08 18:44:44,kinha,rate,1.4270833333333333,0.5833333333333334
175,Unknown Title,4,54,70,9,28,0,0,2023-11-09 09:27:05,kinha,rate,1.7464788732394365,0.7605633802816901
767,brazilian 🗣,1,30,53,15,17,0,0,2024-04-04 03:43:55,kinha,rate,1.537037037037037,0.5555555555555556
38,meditate🧘‍♂️,0,45,87,16,16,0,8,2023-10-30 15:03:10,mike,rate,1.4090909090909092,0.5113636363636364
770,lucifer or LOSEfer,0,43,56,17,12,0,1,2024-04-04 03:45:37,kinha,rate,1.719298245614035,0.7543859649122807
165,Unknown Title,0,16,92,15,19,0,0,2023-11-09 09:23:17,kinha,rate,1.1612903225806452,0.17204301075268819
540,Unknown Title,1,61,108,40,8,2,25,2023-12-04 08:15:31,kinha,rate,1.3211009174311927,0.5596330275229358
150,Unknown Title,0,27,86,27,13,1,14,2023-11-08 18:42:34,kinha,rate,1.1379310344827587,0.3103448275862069
1059,👉Bible Verse # 22 ✝ #Godisgood #jesuschrist,1,54,97,17,17,0,0,2024-04-25 10:54:27,kinha,rate,1.5408163265306123,0.5510204081632653
779,You really changed these past year what happen?,0,29,99,16,18,0,7,2024-04-05 19:51:50,kinha,rate,1.21,0.29
173,Unknown Title,1,68,115,47,4,0,10,2023-11-09 09:26:05,kinha,rate,1.4913793103448276,0.5862068965517241
44,escape the matrix,0,54,134,39,7,0,1,2023-10-30 15:22:09,mike,rate,1.385185185185185,0.4
46,reject cheap dopamine,0,21,53,5,34,0,0,2023-10-30 15:33:38,mike,rate,1.3703703703703705,0.3888888888888889
551,Unknown Title,1,58,93,12,22,3,12,2023-12-05 11:54:33,kinha,rate,1.4787234042553192,0.6170212765957447
15,Our Existential Situation,0,64,70,9,33,0,0,2023-10-23 21:56:08,afrobeezy,rate,1.8873239436619718,0.9014084507042254
84,Just focus on today.,0,84,97,10,29,0,0,2023-11-06 13:01:31,kinha,rate,1.846938775510204,0.8571428571428571
130,Unknown Title,0,28,94,9,28,0,0,2023-11-08 17:47:30,kinha,rate,1.2842105263157895,0.29473684210526313
177,New alarm clock,0,32,54,15,21,0,9,2023-11-09 10:52:47,kinha,rate,1.4,0.5818181818181818
722,He saved us -,1,38,92,6,25,0,0,2024-04-03 06:43:27,kinha,rate,1.3978494623655915,0.40860215053763443
30,Ask yourself,0,69,77,6,35,0,2,2023-10-25 20:11:46,afrobeezy,rate,1.8461538461538463,0.8846153846153846
49,2 truths to set you free,0,44,51,6,31,0,0,2023-10-30 15:40:30,mike,rate,1.8269230769230769,0.8461538461538461
86,Revolutionizing Men's Mental Health: Your $0.99 Matters,2,32,129,12,29,0,22,2023-11-06 13:09:08,kinha,rate,1.0692307692307692,0.24615384615384617
164,Unknown Title,1,48,84,7,40,0,3,2023-11-09 09:23:02,kinha,rate,1.5176470588235293,0.5647058823529412
517,Unknown Title,2,74,79,5,43,0,5,2023-12-02 12:59:05,kinha,rate,1.85,0.925
513,Unknown Title,2,37,70,6,27,0,10,2023-12-02 12:57:30,kinha,rate,1.3661971830985915,0.5211267605633803
549,Unknown Title,0,48,97,43,6,1,4,2023-12-04 08:31:00,kinha,rate,1.4387755102040816,0.4897959183673469
724,follow my insta- tiktoknaohk -,0,60,60,19,19,0,4,2024-04-03 06:44:28,kinha,rate,1.901639344262295,0.9836065573770492
35,Life is shorter than you think,0,73,51,6,33,0,0,2023-10-26 20:14:02,afrobeezy,rate,2.3846153846153846,1.4038461538461537
148,Unknown Title,0,56,115,7,38,2,10,2023-11-08 18:42:01,kinha,rate,1.3879310344827587,0.4827586206896552
434,Unknown Title,0,32,86,7,33,0,0,2023-11-27 02:35:16,kinha,rate,1.3563218390804597,0.367816091954023
583,Unknown Title,2,57,74,7,44,0,10,2023-12-11 05:30:34,kinha,rate,1.6133333333333333,0.76
23,Direct your energy on the right things,0,39,72,7,28,0,0,2023-10-24 17:34:41,afrobeezy,rate,1.5205479452054795,0.5342465753424658
43,why are you here?,0,41,95,34,9,0,0,2023-10-30 15:20:39,mike,rate,1.4166666666666667,0.4270833333333333
727,"there is no other God, but Jesus Christ -",2,34,91,6,30,0,2,2024-04-03 07:04:24,kinha,rate,1.3369565217391304,0.3695652173913043
461,Unknown Title,0,43,92,7,27,0,8,2023-11-30 08:16:36,kinha,rate,1.3655913978494623,0.46236559139784944
33,Enough is enough,0,41,74,27,19,0,29,2023-10-25 20:16:17,afrobeezy,rate,1.1466666666666667,0.5466666666666666
160,Unknown Title,0,38,98,5,28,0,12,2023-11-08 18:45:15,kinha,rate,1.2525252525252526,0.3838383838383838
153,Unknown Title,2,23,91,6,25,1,12,2023-11-08 18:43:23,kinha,rate,1.108695652173913,0.25
152,Unknown Title,0,59,113,8,36,1,6,2023-11-08 18:43:06,kinha,rate,1.456140350877193,0.5175438596491229
558,Unknown Title,3,77,98,8,34,0,10,2023-12-05 11:56:41,kinha,rate,1.6666666666666667,0.7777777777777778
60,flip the switch,2,64,78,6,27,0,3,2023-11-01 15:16:08,afrobeezy,rate,1.759493670886076,0.810126582278481
56,keep on fighting!! 😤,0,55,65,34,6,0,2,2023-10-31 14:47:25,mike,rate,1.7878787878787878,0.8333333333333334
36,Knowledge will liberate you,0,73,82,11,30,0,0,2023-10-26 20:15:13,afrobeezy,rate,1.8674698795180722,0.8795180722891566
14,Peak Performance?,0,71,95,6,28,0,6,2023-10-23 21:48:07,afrobeezy,rate,1.6666666666666667,0.7395833333333334
516,Unknown Title,0,31,85,20,15,0,14,2023-12-02 12:58:43,kinha,rate,1.186046511627907,0.36046511627906974
629,Unknown Title,0,74,91,6,36,0,11,2023-12-31 17:48:29,afrobeezy,rate,1.673913043478261,0.8043478260869565
143,Unknown Title,0,46,108,33,17,0,29,2023-11-08 18:40:39,kinha,rate,1.146788990825688,0.42201834862385323
40,trials to test you...,0,43,74,11,22,0,17,2023-10-30 15:09:41,mike,rate,1.3333333333333333,0.5733333333333334
154,Unknown Title,0,32,79,18,16,0,16,2023-11-08 18:43:39,kinha,rate,1.1875,0.4
31,Don't laugh,0,66,144,39,6,0,17,2023-10-25 20:14:09,afrobeezy,rate,1.3310344827586207,0.45517241379310347
560,Unknown Title,1,56,212,53,9,3,50,2023-12-08 01:33:25,kinha,rate,1.0234741784037558,0.26291079812206575
82,Decide to be extraodinary and do,0,33,88,5,31,0,8,2023-11-06 12:50:17,kinha,rate,1.2696629213483146,0.3707865168539326
142,Unknown Title,0,73,89,9,36,0,15,2023-11-08 18:37:03,kinha,rate,1.6333333333333333,0.8111111111111111
1391,"Spiritual ego 👀. You can’t be in a good, “high vibe” place all the time. There is going to be ups and downs. Go easy on yourself ❤️

Speaker: Abraham Hicks (Esther)

#abrahamhicks #abrahamhicksquotes",0,0,13,2,45,0,385,2024-12-05 09:41:53,bloomscroller,view,-26.571428571428573,0.0
1390,"Sometimes letting things go is an act of far greater power than defending or hanging on.” - Eckhart Tolle

When was the last time letting go felt more powerful than holding on? ✨",0,0,22,2,51,0,469,2024-12-05 06:51:38,bloomscroller,view,-19.434782608695652,0.0
996,Ram Siya Ram Siya Ram Jai Jai Ram❤,1,84,45,0,0,0,1,2024-04-18 02:44:16,kinha,view,2.782608695652174,1.826086956521739
654,"Remeber, You have to take risks.",0,35,49,6,41,0,3,2024-03-26 04:48:51,kinha,view,1.62,0.7
1384,Follow your obsessions 🌀,0,0,40,3,56,0,489,2024-12-02 14:18:59,bloomscroller,view,-10.951219512195122,0.0
1385,Dream the impossible dream 🌀,0,1,35,3,43,0,398,2024-12-02 14:19:28,bloomscroller,view,-10.055555555555555,0.027777777777777776
845,For God so loved the world,0,10,98,4,35,0,0,2024-04-10 17:31:31,kinha,view,1.0909090909090908,0.10101010101010101
1371,"Change is a journey, not a race. 🌱
Start slowly, for direction matters more than speed. 🛤️",0,19,81,3,31,1,68,2024-11-27 04:09:28,kinha,view,0.3902439024390244,0.23170731707317074
1359,"“We are like waves in the ocean, each with a unique character and quality on the surface, but deep down we are eternally connected to one another and to the ocean as a whole",0,17,75,2,36,0,73,2024-11-24 20:29:40,kinha,view,0.25,0.2236842105263158
1369,"Comparison is the thief of joy. Remember, your journey is uniquely yours. 💫✨
What's one thing you love most about your own path?

#BeYourself #EmbraceYourJourney #SelfDiscovery",0,16,38,4,35,0,117,2024-11-26 17:41:44,kinha,view,-1.6153846153846154,0.41025641025641024
1355,Words of wisdom from ‘Nature and the Human Soul- Cultivating Wholeness and Community in a Fragmented World’ by the original spiritual Field Guide Bill Plotkin paired with nature-scenes from various Studio films by the G.O.A.T,0,60,51,3,35,1,16,2024-11-24 20:22:18,kinha,view,1.8269230769230769,1.1538461538461537
1375,Human can make AI that act like you mimic you we are the fragrance of the god,0,1,13,3,30,0,379,2024-11-28 04:12:51,kinha,view,-26.071428571428573,0.07142857142857142
1372,"How would you live?

#fyp #foryou #viral #deepstrongquotes #lifequotes #mentalhealth #sadqoutes #depressionanxiety #quotesthathitdifferent #quotesthathithard #liveyourlife",0,1,8,3,32,0,434,2024-11-28 04:11:40,kinha,view,-47.22222222222222,0.1111111111111111
1344,Cactus floreciendo.......#flower#blooming#naturelovers#floral#petals#blossom#flowerpower#botanica,0,7,92,3,33,0,141,2024-11-24 20:13:19,kinha,view,-0.45161290322580644,0.07526881720430108
1356,The universe speaks frequency and responds to your vibrations. What do you want to experience in your life All you have to do is match the frequency of it  Comment the word “Energy” and we’ll send you,0,8,39,3,36,1,36,2024-11-24 20:24:36,kinha,view,0.275,0.2
1362,"Whether you believe it or not, whether you see it or not, you are surrounded by a field of energy, and this energy has its own rules that determine what can come to you!",0,26,96,3,31,1,151,2024-11-26 02:44:52,kinha,view,-0.29896907216494845,0.26804123711340205
1364,"Whenever you deeply accept this moment as it is — no matter what form it takes — you are still, you are at peace.” - Eckhart Tolle",0,22,118,3,41,1,128,2024-11-26 17:34:03,kinha,view,0.10084033613445378,0.18487394957983194
1352,it is what it is #spiritual #spirituality #love #meditation #spiritualawakening #healing #peace #life #wisdom #energy #awakening #motivation #soul #selflove #inspiration #consciousness #lightworker #psychic,0,19,49,2,43,0,44,2024-11-24 20:16:14,kinha,view,0.48,0.38
1374,"The less I needed, the better I felt. What makes me happy are the days when I find space to breathe, days when I can be myself, with all my feelings, just in the moment. It’s the little things that make my heart leap",0,1,14,3,32,1,383,2024-11-28 04:12:29,kinha,view,-24.533333333333335,0.06666666666666667
1358,"Peonía rosada floreciendo.La magia de las peonías rosadas en plena floración  Las peonías rosadas son un verdadero espectáculo de la naturaleza. Con sus capas suaves y voluminosas, estas flores simbolizan el amor",0,2,70,3,26,0,85,2024-11-24 20:29:14,kinha,view,-0.18309859154929578,0.028169014084507043
1341,It’s just as breathtaking beneath the surface as it is above  #nature #outdoors #cinematic #calm #underwater,0,29,102,4,50,1,58,2024-11-24 20:12:11,kinha,view,0.7087378640776699,0.2815533980582524
1368,"Your energy is your most expensive currency. 💫 Not everyone can afford it, and that’s perfectly fine. Protect your vibe and invest in those who appreciate your true worth. 🌼",0,1,101,4,38,0,88,2024-11-26 17:41:25,kinha,view,0.13725490196078433,0.00980392156862745
1367,"Let your silent charm speak louder than words 🌸

#SilentCharm #NatureBeauty #FlowerPower #fyp #nature #selflove #quote #reminder #loveyourself",0,17,62,4,35,1,29,2024-11-26 17:41:07,kinha,view,0.7936507936507936,0.2698412698412698
1370,"The poetry of the earth is never dead🌸

#fyp #earthfocus #earthpix #natureholic #naturelovers #flowerstagram #daisy #dailyquotes #loveyourself #beown #relax #natureza #peaceofmind #bloom_of_nature",0,14,91,2,31,1,59,2024-11-26 17:42:08,kinha,view,0.5,0.15217391304347827
1342,Flower Blooming   #FlowerPower #BloomTime #FloralFantasy #PetalsPerfection #NatureBlooms #FlowerMagic #SpringBlossoms #FlowerGarden #FlowerLove #BotanicalBeauty,0,5,94,4,48,1,139,2024-11-24 20:12:32,kinha,view,-0.42105263157894735,0.05263157894736842
1377,"All the moms out there 🤍

song: GOOD DAY by Forrest Frank

inspo: @fultonleemusic",0,0,27,3,40,1,498,2024-11-28 19:16:55,kinha,view,-16.821428571428573,0.0
1289,Who else has trades the EXACT same way 😭💰 #crypto #finance #wealth #crytocurrency #money #solana #memecoins,0,21,98,6,20,0,115,2024-10-04 18:26:08,kinha,view,0.04040404040404041,0.21212121212121213
1365,"Remember, self-love isn't selfish; it's essential for your well-being. Embrace yourself fully and watch how your life transforms. 💖",0,22,101,3,32,1,76,2024-11-26 17:37:28,kinha,view,0.46078431372549017,0.21568627450980393
1379,"When the heart and the mind work together.. ❤️✨- Robert Edward Grant

#robertgrant #robertedwardgrant #heartcoherence #brainheartcoherence #souljourney #soulguidance #surrendertotheflow #spiritualjourney #spiritualgrowth",0,2,17,3,25,2,393,2024-11-28 19:30:23,bloomscroller,view,-20.77777777777778,0.1111111111111111
1380,"This reminder is so important 🌻↓

Have you paused to truly thank yourself for carrying you this far? For every time you chose to keep going, even when the world felt heavy? Your heart has weathered storms",0,1,24,3,30,0,415,2024-11-28 19:30:43,bloomscroller,view,-15.6,0.04
1381,I love natures sounds. My favorite sound in the world is that of moving leaves in the trees on a windy day,0,1,30,2,37,2,389,2024-11-28 19:31:11,bloomscroller,view,-11.548387096774194,0.03225806451612903
1373,"your growth, visualised with nature 🌳

using part of a short quote by Albert Camus.

#growth #tree #nature",0,1,12,3,35,0,376,2024-11-28 04:12:04,kinha,view,-27.923076923076923,0.07692307692307693
1376,"Beautiful quote.
#brenebrown #theodoreroosevelt #inspirationalquotes #mindset #mentality #motivation",0,0,15,2,34,0,361,2024-11-28 04:13:14,kinha,view,-21.625,0.0
1340,please Follow Like Share,0,38,91,1,21,1,108,2024-11-23 17:20:59,saaladiin,view,0.22826086956521738,0.41304347826086957
1347,"You are the Universe. Infinite. Limitless. Eternal.   Inspo by @the.souljournal Spirituality, spiritual awakening, universe, spiritual journey, spiritual inspo#spiritual",0,31,90,3,45,0,94,2024-11-24 20:14:22,kinha,view,0.2967032967032967,0.34065934065934067
1357,Little things that feel like therapy  .....#nature #moody #cinematic #outdoors #moodynature,0,17,102,3,33,0,203,2024-11-24 20:27:31,kinha,view,-0.8155339805825242,0.1650485436893204
1345,"My favorite color is nature  ••Feature By- @geordie_hiker •••Check out the link in our bio! Playlists, monthly subscription boxes, more!",0,34,92,1,83,2,195,2024-11-24 20:13:39,kinha,view,-0.7419354838709677,0.3655913978494624
1346,"Soon it'll all be ice, so let's enjoy the water while it's flowing  ....#moody #nature #cinematic #moodynature #naturetherapy",0,48,79,3,41,1,120,2024-11-24 20:14:04,kinha,view,0.0875,0.6
1354,Summer mornings in the mountains of Georgia  #georgia #wildflowers #flowers #tbilisi #nature #travel,0,6,82,2,36,0,70,2024-11-24 20:17:04,kinha,view,0.21686746987951808,0.07228915662650602
1343,"Nature is calling, and I must go  .....#nature #moody #cinematic #moodynature #naturetherapy",0,23,106,2,39,0,100,2024-11-24 20:12:56,kinha,view,0.27102803738317754,0.21495327102803738
1351,Just peaceTiktok-dpc_photography_#nature #peace #forest #fog #rain #twilight #cloud #rainforest #autumn #lake #soundoffreedom,0,22,111,2,31,0,118,2024-11-24 20:15:53,kinha,view,0.13392857142857142,0.19642857142857142
1230,Many talk of “hustle” these days. But the idea that working longer and harder makes you more productive and better is outdated.This quick episode walks you through my philosophy on this essential insight,0,29,69,6,44,0,66,2024-09-01 17:36:42,kinha,view,0.45714285714285713,0.4142857142857143
583,Unknown Title,2,57,74,7,44,0,10,2023-12-11 05:30:34,kinha,view,1.6133333333333333,0.76
414,Unknown Title,0,19,79,8,40,0,4,2023-11-24 04:10:10,kinha,view,1.175,0.2375
1236,‘Love thyself’. #motivation #inspiration #dailywisdom,0,62,84,1,23,3,90,2024-09-02 19:49:23,kinha,view,0.6588235294117647,0.7294117647058823
32,always choose peace over drama,2,58,76,6,39,1,0,2023-10-25 20:15:43,afrobeezy,view,1.7402597402597402,0.7532467532467533
365,Unknown Title,0,53,93,7,40,1,0,2023-11-21 13:28:26,kinha,view,1.553191489361702,0.5638297872340425
1326,something different!!!!,0,18,95,2,6,0,48,2024-10-30 06:05:13,shivam,view,0.6770833333333334,0.1875
1328,Peak Beauty of Nature.....................#sunsetphotography,0,20,60,2,18,0,72,2024-10-30 06:11:10,shivam,view,0.13114754098360656,0.32786885245901637
1330,Dancing Cat - @visiontoinspire #dodge #hellcat #charger #musclecars #4k #dodgechallanger #dodgehel...,0,9,80,2,15,0,105,2024-10-30 06:13:42,shivam,view,-0.19753086419753085,0.1111111111111111
1329,snow!!!,0,20,68,2,14,0,48,2024-10-30 06:11:41,shivam,view,0.5797101449275363,0.2898550724637681
1332,"Kalsubai is the highest peak in Maharashtra, standing at an impressive 1,646 meters (5,400 feet) above sea level. Located in the Western Ghats, near the town of Igatpuri, it’s known for its scenic views, challenging trekking paths, and the famous Kalsubai",0,23,50,2,31,0,49,2024-10-30 06:17:01,shivam,view,0.47058823529411764,0.45098039215686275
1321,Ai viral hack!!!,0,18,72,2,27,0,30,2024-10-30 06:00:58,shivam,view,0.821917808219178,0.2465753424657534
1338,crypto VFX animation art work!!,0,45,93,1,27,0,65,2024-11-19 06:19:08,shivam,view,0.776595744680851,0.4787234042553192
1224,Early morning exercise. The world’s greatest medicine. Do you agree_✌🏽#leadership #productivity #service #workout #exercise #medicine,0,25,103,8,48,1,30,2024-09-01 17:29:43,kinha,view,0.9423076923076923,0.2403846153846154
789,jesus..is..my..hero,0,56,72,7,43,0,0,2024-04-08 05:14:51,kinha,view,1.7534246575342465,0.7671232876712328
1309,#cryptomeme #solana #shitcoins #memecoin,0,61,78,7,18,0,102,2024-10-07 15:40:49,kinha,view,0.46835443037974683,0.7721518987341772
1303,Welcomr to RoroLand #cryptocurrency #meme #token #solana,0,18,74,4,21,0,101,2024-10-07 14:09:18,kinha,view,-0.12,0.24
972,The story of St. Peter and the upside down cross,0,44,84,6,36,0,14,2024-04-17 05:31:00,kinha,view,1.3411764705882352,0.5176470588235295
1110,You can win the “Rat Race” but you will still be a “Rat”… sometimes a small push can send you on a wonder spiritual journey for the rest of your life. #amazing #spirituality #motivation #wisdom,0,56,77,5,35,1,0,2024-08-09 18:25:10,kinha,view,1.705128205128205,0.717948717948718
698,Gain the whole world,0,50,40,8,40,0,0,2024-04-02 09:44:51,kinha,view,2.1951219512195124,1.2195121951219512
422,Unknown Title,0,41,91,9,43,0,6,2023-11-24 04:12:48,kinha,view,1.3695652173913044,0.44565217391304346
383,Unknown Title,0,32,55,6,39,1,0,2023-11-23 05:30:16,kinha,view,1.5535714285714286,0.5714285714285714
1217,Writing of gratitude in a journal allows you to relive the more beautiful parts of your life on a daily basis.#leadership #productivity #service,0,26,74,5,36,0,20,2024-08-29 13:34:28,kinha,view,1.0666666666666667,0.3466666666666667
167,Unknown Title,2,42,91,10,41,1,0,2023-11-09 09:24:03,kinha,view,1.4456521739130435,0.45652173913043476
1286,Successful Night 🤩 #memecoins #trading #cryptocurrency #crypto #fyp #solana #SOL #pumpfun #nocturnal,0,38,85,13,21,0,66,2024-10-04 18:20:32,kinha,view,0.6627906976744186,0.4418604651162791
590,Unknown Title,5,59,163,7,35,0,16,2023-12-11 05:32:39,kinha,view,1.2560975609756098,0.3597560975609756
790,5 Bible Verses To Invite The Presence Of God,0,4,67,10,36,0,0,2024-04-08 05:15:23,kinha,view,1.0441176470588236,0.058823529411764705
693,reject paganism -,0,43,93,5,35,0,7,2024-04-02 09:42:43,kinha,view,1.372340425531915,0.4574468085106383
871,Know that the loard he is god jesus,0,50,99,7,36,0,0,2024-04-11 03:48:09,kinha,view,1.49,0.5
1312,Culture of solana $COST.  New META for bullrun #crypto #meme #bullrun #crown #Culture #bitcoin #cost #altcoin #crwon #100x. #1000x  @CultureofSolanaToken,2,29,90,5,14,0,129,2024-10-07 15:53:32,kinha,view,-0.10989010989010989,0.31868131868131866
1299,Get to Work 🏗️ #crypto #solana #memecoin #mrow #shorts,0,13,87,3,18,0,90,2024-10-05 07:45:03,kinha,view,0.11363636363636363,0.14772727272727273
1287,Trading memecoins #memecoin #solana #bitcoin #funny #usa #fyp #animation #animationmeme #memecoins #2d #foryou #foryoupage #repost #viraltiktok,0,1,81,8,17,0,109,2024-10-04 18:24:34,kinha,view,-0.32926829268292684,0.012195121951219513
1301,🚀 Best memecoins on Tron,0,1,98,3,18,0,136,2024-10-05 07:51:49,kinha,view,-0.37373737373737376,0.010101010101010102
1305,$cost meme on solana.  Culture of solana token.  #crypto #meme #crown #1000x @CultureofSolanaToken,0,19,71,8,21,0,212,2024-10-07 14:19:01,kinha,view,-1.6944444444444444,0.2638888888888889
1079,Top 3 #dogwithat #memecoins for the #bullmarket #altcoins #memes,4,74,117,0,0,0,0,2024-07-02 17:38:22,kinha,view,1.61864406779661,0.6271186440677966
1306,Culture of Solana Token $COST.   #  2024  Trump.  Trump Supporters,0,17,120,8,21,0,113,2024-10-07 15:33:31,kinha,view,0.19834710743801653,0.14049586776859505
1311,Love to see this #solana #crypto #shitcoins #meme #bitcoin,0,43,69,15,17,3,71,2024-10-07 15:53:13,kinha,view,0.5857142857142857,0.6142857142857143
1264,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin (1),0,30,84,10,18,0,163,2024-10-04 17:56:08,kinha,view,-0.5764705882352941,0.35294117647058826
152,Unknown Title,0,59,113,8,36,1,6,2023-11-08 18:43:06,kinha,view,1.456140350877193,0.5175438596491229
694,Teacher the greatest commendent to the loard,0,56,91,8,37,0,1,2024-04-02 09:43:08,kinha,view,1.5869565217391304,0.6086956521739131
1060,Alpha and Omega 😱,1,20,100,5,31,0,4,2024-04-25 10:54:52,kinha,view,1.1485148514851484,0.19801980198019803
1291,Can Moo Deng’s MEME COIN GO HIGHER_ #shorts,0,4,84,5,20,0,17,2024-10-05 07:28:20,kinha,view,0.8352941176470589,0.047058823529411764
1283,Pump fun and the trenches in shambles #pumpfun #solana #memecoins,0,20,110,6,26,0,23,2024-10-04 18:17:57,kinha,view,0.963963963963964,0.18018018018018017
