id,title,comment_count,upvote_count,view_count,rating_count,average_rating,share_count,created_at,username,interaction_type,engagement_score,interaction_rate
173,Unknown Title,1,68,115,47,4,0,2023-11-09 09:26:05,kinha,rate,,
44,escape the matrix,0,54,134,39,7,0,2023-10-30 15:22:09,mike,rate,,
46,reject cheap dopamine,0,21,53,5,34,0,2023-10-30 15:33:38,mike,rate,,
551,Unknown Title,1,58,93,12,22,3,2023-12-05 11:54:33,kinha,rate,,
15,Our Existential Situation,0,64,70,9,33,0,2023-10-23 21:56:08,afrobeezy,rate,,
84,Just focus on today.,0,84,97,10,29,0,2023-11-06 13:01:31,kinha,rate,,
130,Unknown Title,0,28,94,9,28,0,2023-11-08 17:47:30,kinha,rate,,
177,New alarm clock,0,32,54,15,21,0,2023-11-09 10:52:47,kinha,rate,,
722,He saved us -,1,38,92,6,25,0,2024-04-03 06:43:27,kinha,rate,,
30,Ask yourself,0,69,77,6,35,0,2023-10-25 20:11:46,afrobeezy,rate,,
49,2 truths to set you free,0,44,51,6,31,0,2023-10-30 15:40:30,mike,rate,,
86,Revolutionizing Men's Mental Health: Your $0.99 Matters,2,32,129,12,29,0,2023-11-06 13:09:08,kinha,rate,,
164,Unknown Title,1,48,84,7,40,0,2023-11-09 09:23:02,kinha,rate,,
517,Unknown Title,2,74,79,5,43,0,2023-12-02 12:59:05,kinha,rate,,
513,Unknown Title,2,37,70,6,27,0,2023-12-02 12:57:30,kinha,rate,,
549,Unknown Title,0,48,97,43,6,1,2023-12-04 08:31:00,kinha,rate,,
724,follow my insta- tiktoknaohk -,0,60,60,19,19,0,2024-04-03 06:44:28,kinha,rate,,
35,Life is shorter than you think,0,73,51,6,33,0,2023-10-26 20:14:02,afrobeezy,rate,,
148,Unknown Title,0,56,115,7,38,2,2023-11-08 18:42:01,kinha,rate,,
434,Unknown Title,0,32,86,7,33,0,2023-11-27 02:35:16,kinha,rate,,
583,Unknown Title,2,57,74,7,44,0,2023-12-11 05:30:34,kinha,rate,,
23,Direct your energy on the right things,0,39,72,7,28,0,2023-10-24 17:34:41,afrobeezy,rate,,
43,why are you here?,0,41,95,34,9,0,2023-10-30 15:20:39,mike,rate,,
727,"there is no other God, but Jesus Christ -",2,34,91,6,30,0,2024-04-03 07:04:24,kinha,rate,,
461,Unknown Title,0,43,92,7,27,0,2023-11-30 08:16:36,kinha,rate,,
33,Enough is enough,0,41,74,27,19,0,2023-10-25 20:16:17,afrobeezy,rate,,
160,Unknown Title,0,38,98,5,28,0,2023-11-08 18:45:15,kinha,rate,,
153,Unknown Title,2,23,91,6,25,1,2023-11-08 18:43:23,kinha,rate,,
152,Unknown Title,0,59,113,8,36,1,2023-11-08 18:43:06,kinha,rate,,
558,Unknown Title,3,77,98,8,34,0,2023-12-05 11:56:41,kinha,rate,,
60,flip the switch,2,64,78,6,27,0,2023-11-01 15:16:08,afrobeezy,rate,,
56,keep on fighting!! 😤,0,55,65,34,6,0,2023-10-31 14:47:25,mike,rate,,
36,Knowledge will liberate you,0,73,82,11,30,0,2023-10-26 20:15:13,afrobeezy,rate,,
14,Peak Performance?,0,71,95,6,28,0,2023-10-23 21:48:07,afrobeezy,rate,,
516,Unknown Title,0,31,85,20,15,0,2023-12-02 12:58:43,kinha,rate,,
629,Unknown Title,0,74,91,6,36,0,2023-12-31 17:48:29,afrobeezy,rate,,
143,Unknown Title,0,46,108,33,17,0,2023-11-08 18:40:39,kinha,rate,,
40,trials to test you...,0,43,74,11,22,0,2023-10-30 15:09:41,mike,rate,,
154,Unknown Title,0,32,79,18,16,0,2023-11-08 18:43:39,kinha,rate,,
31,Don't laugh,0,66,144,39,6,0,2023-10-25 20:14:09,afrobeezy,rate,,
560,Unknown Title,1,56,212,53,9,3,2023-12-08 01:33:25,kinha,rate,,
82,Decide to be extraodinary and do,0,33,88,5,31,0,2023-11-06 12:50:17,kinha,rate,,
142,Unknown Title,0,73,89,9,36,0,2023-11-08 18:37:03,kinha,rate,,
1391,"Spiritual ego 👀. You can’t be in a good, “high vibe” place all the time. There is going to be ups and downs. Go easy on yourself ❤️

Speaker: Abraham Hicks (Esther)

#abrahamhicks #abrahamhicksquotes",0,0,13,2,45,0,2024-12-05 09:41:53,bloomscroller,view,-26.571428571428573,0.0
1390,"Sometimes letting things go is an act of far greater power than defending or hanging on.” - Eckhart Tolle

When was the last time letting go felt more powerful than holding on? ✨",0,0,22,2,51,0,2024-12-05 06:51:38,bloomscroller,view,-19.43478260869565,0.0
996,Ram Siya Ram Siya Ram Jai Jai Ram❤,1,84,45,0,0,0,2024-04-18 02:44:16,kinha,view,2.782608695652174,1.826086956521739
654,"Remeber, You have to take risks.",0,35,49,6,41,0,2024-03-26 04:48:51,kinha,view,1.62,0.7
1384,Follow your obsessions 🌀,0,0,40,3,56,0,2024-12-02 14:18:59,bloomscroller,view,-10.951219512195122,0.0
1385,Dream the impossible dream 🌀,0,1,35,3,43,0,2024-12-02 14:19:28,bloomscroller,view,-10.055555555555555,0.0277777777777777
845,For God so loved the world,0,10,98,4,35,0,2024-04-10 17:31:31,kinha,view,1.0909090909090908,0.101010101010101
1371,"Change is a journey, not a race. 🌱
Start slowly, for direction matters more than speed. 🛤️",0,19,81,3,31,1,2024-11-27 04:09:28,kinha,view,0.3902439024390244,0.2317073170731707
1359,"“We are like waves in the ocean, each with a unique character and quality on the surface, but deep down we are eternally connected to one another and to the ocean as a whole",0,17,75,2,36,0,2024-11-24 20:29:40,kinha,view,0.25,0.2236842105263158
1369,"Comparison is the thief of joy. Remember, your journey is uniquely yours. 💫✨
What's one thing you love most about your own path?

#BeYourself #EmbraceYourJourney #SelfDiscovery",0,16,38,4,35,0,2024-11-26 17:41:44,kinha,view,-1.6153846153846154,0.4102564102564102
1355,Words of wisdom from ‘Nature and the Human Soul- Cultivating Wholeness and Community in a Fragmented World’ by the original spiritual Field Guide Bill Plotkin paired with nature-scenes from various Studio films by the G.O.A.T,0,60,51,3,35,1,2024-11-24 20:22:18,kinha,view,1.8269230769230769,1.1538461538461535
1375,Human can make AI that act like you mimic you we are the fragrance of the god,0,1,13,3,30,0,2024-11-28 04:12:51,kinha,view,-26.071428571428573,0.0714285714285714
1372,"How would you live?

#fyp #foryou #viral #deepstrongquotes #lifequotes #mentalhealth #sadqoutes #depressionanxiety #quotesthathitdifferent #quotesthathithard #liveyourlife",0,1,8,3,32,0,2024-11-28 04:11:40,kinha,view,-47.22222222222222,0.1111111111111111
1344,Cactus floreciendo.......#flower#blooming#naturelovers#floral#petals#blossom#flowerpower#botanica,0,7,92,3,33,0,2024-11-24 20:13:19,kinha,view,-0.4516129032258064,0.075268817204301
1356,The universe speaks frequency and responds to your vibrations. What do you want to experience in your life All you have to do is match the frequency of it  Comment the word “Energy” and we’ll send you,0,8,39,3,36,1,2024-11-24 20:24:36,kinha,view,0.275,0.2
1362,"Whether you believe it or not, whether you see it or not, you are surrounded by a field of energy, and this energy has its own rules that determine what can come to you!",0,26,96,3,31,1,2024-11-26 02:44:52,kinha,view,-0.2989690721649484,0.268041237113402
1364,"Whenever you deeply accept this moment as it is — no matter what form it takes — you are still, you are at peace.” - Eckhart Tolle",0,22,118,3,41,1,2024-11-26 17:34:03,kinha,view,0.1008403361344537,0.1848739495798319
1352,it is what it is #spiritual #spirituality #love #meditation #spiritualawakening #healing #peace #life #wisdom #energy #awakening #motivation #soul #selflove #inspiration #consciousness #lightworker #psychic,0,19,49,2,43,0,2024-11-24 20:16:14,kinha,view,0.48,0.38
1374,"The less I needed, the better I felt. What makes me happy are the days when I find space to breathe, days when I can be myself, with all my feelings, just in the moment. It’s the little things that make my heart leap",0,1,14,3,32,1,2024-11-28 04:12:29,kinha,view,-24.53333333333333,0.0666666666666666
1358,"Peonía rosada floreciendo.La magia de las peonías rosadas en plena floración  Las peonías rosadas son un verdadero espectáculo de la naturaleza. Con sus capas suaves y voluminosas, estas flores simbolizan el amor",0,2,70,3,26,0,2024-11-24 20:29:14,kinha,view,-0.1830985915492957,0.028169014084507
1341,It’s just as breathtaking beneath the surface as it is above  #nature #outdoors #cinematic #calm #underwater,0,29,102,4,50,1,2024-11-24 20:12:11,kinha,view,0.7087378640776699,0.2815533980582524
1368,"Your energy is your most expensive currency. 💫 Not everyone can afford it, and that’s perfectly fine. Protect your vibe and invest in those who appreciate your true worth. 🌼",0,1,101,4,38,0,2024-11-26 17:41:25,kinha,view,0.1372549019607843,0.0098039215686274
1367,"Let your silent charm speak louder than words 🌸

#SilentCharm #NatureBeauty #FlowerPower #fyp #nature #selflove #quote #reminder #loveyourself",0,17,62,4,35,1,2024-11-26 17:41:07,kinha,view,0.7936507936507936,0.2698412698412698
1370,"The poetry of the earth is never dead🌸

#fyp #earthfocus #earthpix #natureholic #naturelovers #flowerstagram #daisy #dailyquotes #loveyourself #beown #relax #natureza #peaceofmind #bloom_of_nature",0,14,91,2,31,1,2024-11-26 17:42:08,kinha,view,0.5,0.1521739130434782
1342,Flower Blooming   #FlowerPower #BloomTime #FloralFantasy #PetalsPerfection #NatureBlooms #FlowerMagic #SpringBlossoms #FlowerGarden #FlowerLove #BotanicalBeauty,0,5,94,4,48,1,2024-11-24 20:12:32,kinha,view,-0.4210526315789473,0.0526315789473684
1377,"All the moms out there 🤍

song: GOOD DAY by Forrest Frank

inspo: @fultonleemusic",0,0,27,3,40,1,2024-11-28 19:16:55,kinha,view,-16.821428571428573,0.0
1289,Who else has trades the EXACT same way 😭💰 #crypto #finance #wealth #crytocurrency #money #solana #memecoins,0,21,98,6,20,0,2024-10-04 18:26:08,kinha,view,0.0404040404040404,0.2121212121212121
1365,"Remember, self-love isn't selfish; it's essential for your well-being. Embrace yourself fully and watch how your life transforms. 💖",0,22,101,3,32,1,2024-11-26 17:37:28,kinha,view,0.4607843137254901,0.2156862745098039
1379,"When the heart and the mind work together.. ❤️✨- Robert Edward Grant

#robertgrant #robertedwardgrant #heartcoherence #brainheartcoherence #souljourney #soulguidance #surrendertotheflow #spiritualjourney #spiritualgrowth",0,2,17,3,25,2,2024-11-28 19:30:23,bloomscroller,view,-20.77777777777778,0.1111111111111111
1380,"This reminder is so important 🌻↓

Have you paused to truly thank yourself for carrying you this far? For every time you chose to keep going, even when the world felt heavy? Your heart has weathered storms",0,1,24,3,30,0,2024-11-28 19:30:43,bloomscroller,view,-15.6,0.04
1381,I love natures sounds. My favorite sound in the world is that of moving leaves in the trees on a windy day,0,1,30,2,37,2,2024-11-28 19:31:11,bloomscroller,view,-11.548387096774194,0.032258064516129
1373,"your growth, visualised with nature 🌳

using part of a short quote by Albert Camus.

#growth #tree #nature",0,1,12,3,35,0,2024-11-28 04:12:04,kinha,view,-27.923076923076923,0.0769230769230769
1376,"Beautiful quote.
#brenebrown #theodoreroosevelt #inspirationalquotes #mindset #mentality #motivation",0,0,15,2,34,0,2024-11-28 04:13:14,kinha,view,-21.625,0.0
1340,please Follow Like Share,0,38,91,1,21,1,2024-11-23 17:20:59,saaladiin,view,0.2282608695652173,0.4130434782608695
1347,"You are the Universe. Infinite. Limitless. Eternal.   Inspo by @the.souljournal Spirituality, spiritual awakening, universe, spiritual journey, spiritual inspo#spiritual",0,31,90,3,45,0,2024-11-24 20:14:22,kinha,view,0.2967032967032967,0.3406593406593406
1357,Little things that feel like therapy  .....#nature #moody #cinematic #outdoors #moodynature,0,17,102,3,33,0,2024-11-24 20:27:31,kinha,view,-0.8155339805825242,0.1650485436893204
1345,"My favorite color is nature  ••Feature By- @geordie_hiker •••Check out the link in our bio! Playlists, monthly subscription boxes, more!",0,34,92,1,83,2,2024-11-24 20:13:39,kinha,view,-0.7419354838709677,0.3655913978494624
1346,"Soon it'll all be ice, so let's enjoy the water while it's flowing  ....#moody #nature #cinematic #moodynature #naturetherapy",0,48,79,3,41,1,2024-11-24 20:14:04,kinha,view,0.0875,0.6
1354,Summer mornings in the mountains of Georgia  #georgia #wildflowers #flowers #tbilisi #nature #travel,0,6,82,2,36,0,2024-11-24 20:17:04,kinha,view,0.216867469879518,0.072289156626506
1343,"Nature is calling, and I must go  .....#nature #moody #cinematic #moodynature #naturetherapy",0,23,106,2,39,0,2024-11-24 20:12:56,kinha,view,0.2710280373831775,0.2149532710280373
1351,Just peaceTiktok-dpc_photography_#nature #peace #forest #fog #rain #twilight #cloud #rainforest #autumn #lake #soundoffreedom,0,22,111,2,31,0,2024-11-24 20:15:53,kinha,view,0.1339285714285714,0.1964285714285714
1230,Many talk of “hustle” these days. But the idea that working longer and harder makes you more productive and better is outdated.This quick episode walks you through my philosophy on this essential insight,0,29,69,6,44,0,2024-09-01 17:36:42,kinha,view,0.4571428571428571,0.4142857142857143
583,Unknown Title,2,57,74,7,44,0,2023-12-11 05:30:34,kinha,view,1.6133333333333333,0.76
414,Unknown Title,0,19,79,8,40,0,2023-11-24 04:10:10,kinha,view,1.175,0.2375
1236,‘Love thyself’. #motivation #inspiration #dailywisdom,0,62,84,1,23,3,2024-09-02 19:49:23,kinha,view,0.6588235294117647,0.7294117647058823
32,always choose peace over drama,2,58,76,6,39,1,2023-10-25 20:15:43,afrobeezy,view,1.7402597402597402,0.7532467532467533
365,Unknown Title,0,53,93,7,40,1,2023-11-21 13:28:26,kinha,view,1.553191489361702,0.5638297872340425
1326,something different!!!!,0,18,95,2,6,0,2024-10-30 06:05:13,shivam,view,0.6770833333333334,0.1875
1328,Peak Beauty of Nature.....................#sunsetphotography,0,20,60,2,18,0,2024-10-30 06:11:10,shivam,view,0.1311475409836065,0.3278688524590163
1330,Dancing Cat - @visiontoinspire #dodge #hellcat #charger #musclecars #4k #dodgechallanger #dodgehel...,0,9,80,2,15,0,2024-10-30 06:13:42,shivam,view,-0.1975308641975308,0.1111111111111111
1329,snow!!!,0,20,68,2,14,0,2024-10-30 06:11:41,shivam,view,0.5797101449275363,0.2898550724637681
1332,"Kalsubai is the highest peak in Maharashtra, standing at an impressive 1,646 meters (5,400 feet) above sea level. Located in the Western Ghats, near the town of Igatpuri, it’s known for its scenic views, challenging trekking paths, and the famous Kalsubai",0,23,50,2,31,0,2024-10-30 06:17:01,shivam,view,0.4705882352941176,0.4509803921568627
1321,Ai viral hack!!!,0,18,72,2,27,0,2024-10-30 06:00:58,shivam,view,0.821917808219178,0.2465753424657534
1338,crypto VFX animation art work!!,0,45,93,1,27,0,2024-11-19 06:19:08,shivam,view,0.776595744680851,0.4787234042553192
1224,Early morning exercise. The world’s greatest medicine. Do you agree_✌🏽#leadership #productivity #service #workout #exercise #medicine,0,25,103,8,48,1,2024-09-01 17:29:43,kinha,view,0.9423076923076924,0.2403846153846154
789,jesus..is..my..hero,0,56,72,7,43,0,2024-04-08 05:14:51,kinha,view,1.7534246575342465,0.7671232876712328
1309,#cryptomeme #solana #shitcoins #memecoin,0,61,78,7,18,0,2024-10-07 15:40:49,kinha,view,0.4683544303797468,0.7721518987341772
1303,Welcomr to RoroLand #cryptocurrency #meme #token #solana,0,18,74,4,21,0,2024-10-07 14:09:18,kinha,view,-0.12,0.24
972,The story of St. Peter and the upside down cross,0,44,84,6,36,0,2024-04-17 05:31:00,kinha,view,1.3411764705882352,0.5176470588235295
1110,You can win the “Rat Race” but you will still be a “Rat”… sometimes a small push can send you on a wonder spiritual journey for the rest of your life. #amazing #spirituality #motivation #wisdom,0,56,77,5,35,1,2024-08-09 18:25:10,kinha,view,1.705128205128205,0.717948717948718
698,Gain the whole world,0,50,40,8,40,0,2024-04-02 09:44:51,kinha,view,2.1951219512195124,1.2195121951219512
422,Unknown Title,0,41,91,9,43,0,2023-11-24 04:12:48,kinha,view,1.3695652173913044,0.4456521739130434
383,Unknown Title,0,32,55,6,39,1,2023-11-23 05:30:16,kinha,view,1.5535714285714286,0.5714285714285714
1217,Writing of gratitude in a journal allows you to relive the more beautiful parts of your life on a daily basis.#leadership #productivity #service,0,26,74,5,36,0,2024-08-29 13:34:28,kinha,view,1.0666666666666669,0.3466666666666667
167,Unknown Title,2,42,91,10,41,1,2023-11-09 09:24:03,kinha,view,1.4456521739130437,0.4565217391304347
1286,Successful Night 🤩 #memecoins #trading #cryptocurrency #crypto #fyp #solana #SOL #pumpfun #nocturnal,0,38,85,13,21,0,2024-10-04 18:20:32,kinha,view,0.6627906976744186,0.4418604651162791
590,Unknown Title,5,59,163,7,35,0,2023-12-11 05:32:39,kinha,view,1.2560975609756098,0.3597560975609756
790,5 Bible Verses To Invite The Presence Of God,0,4,67,10,36,0,2024-04-08 05:15:23,kinha,view,1.0441176470588236,0.0588235294117647
693,reject paganism -,0,43,93,5,35,0,2024-04-02 09:42:43,kinha,view,1.372340425531915,0.4574468085106383
871,Know that the loard he is god jesus,0,50,99,7,36,0,2024-04-11 03:48:09,kinha,view,1.49,0.5
1312,Culture of solana $COST.  New META for bullrun #crypto #meme #bullrun #crown #Culture #bitcoin #cost #altcoin #crwon #100x. #1000x  @CultureofSolanaToken,2,29,90,5,14,0,2024-10-07 15:53:32,kinha,view,-0.1098901098901098,0.3186813186813186
1299,Get to Work 🏗️ #crypto #solana #memecoin #mrow #shorts,0,13,87,3,18,0,2024-10-05 07:45:03,kinha,view,0.1136363636363636,0.1477272727272727
1287,Trading memecoins #memecoin #solana #bitcoin #funny #usa #fyp #animation #animationmeme #memecoins #2d #foryou #foryoupage #repost #viraltiktok,0,1,81,8,17,0,2024-10-04 18:24:34,kinha,view,-0.3292682926829268,0.0121951219512195
1301,🚀 Best memecoins on Tron,0,1,98,3,18,0,2024-10-05 07:51:49,kinha,view,-0.3737373737373737,0.0101010101010101
1305,$cost meme on solana.  Culture of solana token.  #crypto #meme #crown #1000x @CultureofSolanaToken,0,19,71,8,21,0,2024-10-07 14:19:01,kinha,view,-1.6944444444444444,0.2638888888888889
1079,Top 3 #dogwithat #memecoins for the #bullmarket #altcoins #memes,4,74,117,0,0,0,2024-07-02 17:38:22,kinha,view,1.61864406779661,0.6271186440677966
1306,Culture of Solana Token $COST.   #  2024  Trump.  Trump Supporters,0,17,120,8,21,0,2024-10-07 15:33:31,kinha,view,0.1983471074380165,0.140495867768595
1311,Love to see this #solana #crypto #shitcoins #meme #bitcoin,0,43,69,15,17,3,2024-10-07 15:53:13,kinha,view,0.5857142857142857,0.6142857142857143
1264,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin (1),0,30,84,10,18,0,2024-10-04 17:56:08,kinha,view,-0.5764705882352941,0.3529411764705882
152,Unknown Title,0,59,113,8,36,1,2023-11-08 18:43:06,kinha,view,1.456140350877193,0.5175438596491229
694,Teacher the greatest commendent to the loard,0,56,91,8,37,0,2024-04-02 09:43:08,kinha,view,1.5869565217391304,0.6086956521739131
1060,Alpha and Omega 😱,1,20,100,5,31,0,2024-04-25 10:54:52,kinha,view,1.1485148514851484,0.198019801980198
1291,Can Moo Deng’s MEME COIN GO HIGHER_ #shorts,0,4,84,5,20,0,2024-10-05 07:28:20,kinha,view,0.8352941176470589,0.0470588235294117
1283,Pump fun and the trenches in shambles #pumpfun #solana #memecoins,0,20,110,6,26,0,2024-10-04 18:17:57,kinha,view,0.963963963963964,0.1801801801801801
1313,solana.memecoins - 7367640108956175649,0,42,81,6,20,0,2024-10-07 15:57:34,kinha,view,1.0975609756097562,0.5121951219512195
1226,Wisdom comes from knowing that what others say about you is not your reality. It’s their reality. #dailywisdom #inspiration #dailyawakenings,0,8,62,2,35,0,2024-09-01 17:30:48,kinha,view,0.7619047619047619,0.1269841269841269
364,Unknown Title,0,65,56,3,35,0,2023-11-21 13:27:57,kinha,view,2.12280701754386,1.1403508771929824
1307,stevencrypto321 - 7412525180750433582,0,24,92,2,17,0,2024-10-07 15:37:11,kinha,view,-0.1612903225806451,0.2580645161290322
1205,Have you had to move on from a narcissistic relationship before_ How did you grieve_ #inspiration #dailywisdom #motivation,0,74,82,6,36,0,2024-08-28 16:29:34,kinha,view,0.2289156626506024,0.891566265060241
1109,"Humbleness is a sign of bigness - never weakness. Living the noble virtues of honesty, generosity, justice, understanding, compassion, forgiveness, and civility never goes out of style",0,32,83,4,29,0,2024-08-09 18:14:55,kinha,view,1.369047619047619,0.3809523809523809
1277,Did you know this new memecoin on Solana_ 🥶👀 Let me know what you think about this crypto! 👇🏻 #crypto #cryptok #memecoin #altcoin #cryptonews #solana,0,22,93,5,23,0,2024-10-04 18:11:45,kinha,view,0.3723404255319149,0.2340425531914893
1304,Welcome to the beginning of something Amazing!! We are alive!!!! Hahahhaha coff coff.  $FROGGYBOOM #token #solana #meme #memecoin #trump2024,2,38,68,4,20,0,2024-10-07 14:10:13,kinha,view,-0.463768115942029,0.5507246376811594
1314,😂#SOLANA #memecoin #crypto #dexscreener #bullrun,0,66,95,7,21,0,2024-10-07 16:02:23,kinha,view,0.8333333333333334,0.6875
1276,Daily realisation #trading #crypto #bitcoin #ethereum #solana #memecoins,0,50,88,9,21,0,2024-10-04 18:10:59,kinha,view,0.651685393258427,0.5617977528089888
1265,#crypto #cryptotrading #memecoin #solmemecoins #solanamemecoin,0,21,112,5,20,0,2024-10-04 17:56:54,kinha,view,0.0707964601769911,0.1858407079646017
1272,#trading #memecoins #taylorswift #solana #solanasummer #cryptocurrency #ai,0,15,34,1,17,0,2024-10-04 18:06:11,kinha,view,-0.4857142857142857,0.4285714285714285
1297,Why You Should Keep An Eye On Solana! #crypto #bitcoin #solana #shorts #viralshorts #trending #fyp,0,14,97,4,20,0,2024-10-05 07:44:15,kinha,view,0.1428571428571428,0.1428571428571428
1285,Strategies I use to trade crypto memecoins and actually be profitable  #crypto #memecoins #solana #trading,0,5,48,2,18,0,2024-10-04 18:19:52,kinha,view,-2.591836734693877,0.1020408163265306
1288,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,1,11,81,15,18,0,2024-10-04 18:25:19,kinha,view,-1.4146341463414631,0.1341463414634146
1268,3 meme coins that will explode this bull run. N.F.A #memecoin #memecoins #solana #crypto #cryptotrading #cryptoinvesting #bullrun #fyp,0,50,70,3,22,0,2024-10-04 17:59:07,kinha,view,0.0985915492957746,0.704225352112676
1292,Day 22 turning $100 into 100000 by trading meme coins #trading #memecoin #crypto #solana,3,26,109,25,19,5,2024-10-05 07:29:00,kinha,view,-0.8181818181818182,0.2363636363636363
1282,Nice bit of Sunday news #solana #solanamemecoin #solanamemes #trending #memecoin #bullrun2024,0,7,93,3,18,0,2024-10-04 18:16:38,kinha,view,0.4680851063829787,0.0744680851063829
1294,100x on solana memecoin MOODENG because of this memecoin signal server  #memecoin #crypto #moodeng,1,33,103,5,21,1,2024-10-05 07:33:08,kinha,view,0.2115384615384615,0.3173076923076923
1284,Solana Buntun bridge  #ctto#sunset #Solana#calm #sky #fyp #trendingvideo,5,63,70,2,16,0,2024-10-04 18:19:00,kinha,view,1.1971830985915493,0.8873239436619719
1300,Moodeng made people millionaires⁉️🤯#crypto #shorts  #moodeng #hippo #memecoin #viralvideo,3,49,88,16,19,3,2024-10-05 07:48:54,kinha,view,0.5056179775280899,0.550561797752809
1296,One Dollar and a Dream series (lost $$$ in seconds ) Solana meme coins,0,2,39,2,18,0,2024-10-05 07:39:21,kinha,view,0.8,0.05
1298,Is $BOME Token Halal_ Is $BOME Token Shariah Compliant_ #shorts #crypto #halalcrypto,0,5,93,2,13,0,2024-10-05 07:44:44,kinha,view,-1.1382978723404256,0.0531914893617021
1295,🚀 MOO DENG Solana Meme Coin Hits $70M Market Cap in Just Two Weeks! 🐮💥,0,14,94,3,15,0,2024-10-05 07:35:39,kinha,view,0.6105263157894737,0.1473684210526315
1302,videoplayback,0,4,100,2,21,0,2024-10-05 07:55:30,kinha,view,0.4554455445544554,0.0396039603960396
1290,Solana's MYRO Takes the Meme Coin Throne in SHOCKING Upset,0,14,86,4,19,0,2024-10-05 07:23:47,kinha,view,0.4712643678160919,0.160919540229885
1080,Brett the meme topken #memecoins for the #bullmarket #altcoins #memes,6,44,99,0,0,0,2024-07-02 17:43:51,kinha,view,1.43,0.44
1064,What is DAI Stablecoin,19,102,440,0,0,0,2024-05-07 12:15:31,kinha,view,1.2267573696145124,0.2312925170068027
29,How to be disciplined,0,42,74,8,35,0,2023-10-25 20:03:37,afrobeezy,view,1.5466666666666666,0.56
1255,Shinobi ninja is the play for 2024! Solana is beating eth in every metric. Dont be a jeet #endthestruggletogether #token2049 #shinonbininja #nkds,0,53,85,13,18,0,2024-09-12 12:42:45,kinha,view,1.069767441860465,0.6162790697674418
1262,Solana price prediction in 2025! #solana #sol #altcoins #altcoin #crypto #cryptocurrency #eth #bnb #dot #xrp #avax #ada #btc,0,20,120,6,21,0,2024-10-01 10:23:28,kinha,view,0.371900826446281,0.1652892561983471
1263,Trading memecoins in 2024 ____ $DUKO ON SOLANA #memecoins #memecoin #solana,0,57,103,15,15,1,2024-10-02 14:07:19,kinha,view,-0.4711538461538461,0.5480769230769231
1209,Mind coloring… never thought of it that way. #wisdom #daikymotivation #dailyinspiration,0,3,67,3,29,0,2024-08-28 16:33:12,kinha,view,0.4705882352941176,0.0441176470588235
1202,"The Higher Self Podcast + TAG your personal hero in the comments below! Our gorgeous and scary world needs more leaders. Real, everyday",0,63,92,3,28,0,2024-08-27 12:04:32,kinha,view,0.5161290322580645,0.6774193548387096
30,Ask yourself,0,69,77,6,35,0,2023-10-25 20:11:46,afrobeezy,view,1.8461538461538465,0.8846153846153846
697,I am strong enough to save you,0,26,47,5,40,0,2024-04-02 09:44:28,kinha,view,1.5,0.5416666666666666
798,The greatest man in history Jesus. Matthew 20-19  He said He would and that He is the Son of God as He claimed to be. Christ is alive! He is living today,0,27,94,6,34,1,2024-04-08 05:26:07,kinha,view,1.2736842105263158,0.2842105263157894
1208,Agree or disagree_ #dailywisdom #learningontiktok #motivation,0,53,81,4,34,2,2024-08-28 16:31:47,kinha,view,0.7926829268292683,0.6463414634146342
1144,“Your relationship with your sibiling…” ❤️ - #maddisonbeer #sibiling #sibilinglove #sibilinggoals #realtalks,0,6,44,0,0,0,2024-08-17 14:10:19,kinha,view,1.1111111111111112,0.1333333333333333
11,Recipe for a flow state,0,45,61,7,36,8,2023-10-23 19:20:07,afrobeezy,view,1.7096774193548387,0.7258064516129032
1133,“Who’s Happier…” 🤔 - Sadia Khan - #traditionalwomen #traditionalculture #realtalks #sadiakhan,0,80,68,0,0,0,2024-08-16 16:41:21,kinha,view,2.1449275362318843,1.1594202898550725
1111,Evy Poumpouras in The Diary of a CEO hosted by @Steven Bartlett 🤯 - #lifeadvices #mindsetgrowth #personalgrowth #evypoumpouras #thediaryofaceo,0,25,49,1,29,0,2024-08-09 18:35:46,kinha,view,1.38,0.5
1104,Interesting podcast with Dr Cheri Mah hosted by @Steven Bartlett 🤯 - #lifeadvices #healthadvice #schooltime #sleepadvice #sleeptime #thediaryofaceo .mp4,1,42,70,1,29,0,2024-08-08 16:49:56,kinha,view,1.5492957746478873,0.5915492957746479
1256,Memecoins are wild! #trading #crypto #sol #solana #memecoins #bonk #altcoins #btc,0,49,101,3,18,1,2024-09-12 12:44:15,kinha,view,0.8725490196078431,0.4803921568627451
800,Vishnupuran,0,26,13,0,0,0,2024-04-08 05:51:14,kinha,view,2.7857142857142856,1.8571428571428568
1215,“Your solution is separate but equal…_” 🤔 - Candace Owens - #woke #candaceowens #activists,0,18,95,5,32,0,2024-08-29 13:33:35,kinha,view,-0.2395833333333333,0.1875
1213,Type YES if you agree 🙏🏽 #leadership #productivity #service #critics,0,60,53,1,27,0,2024-08-29 13:32:27,kinha,view,-0.5925925925925926,1.1111111111111112
816,The story of prophet Elijah proving who the real God is,0,49,55,11,45,1,2024-04-09 09:38:16,kinha,view,1.8571428571428568,0.875
944,You must be humble and understand that God hates the sin of pride,0,2,46,5,36,0,2024-04-16 12:31:19,kinha,view,1.0212765957446808,0.0425531914893617
